Texto,Fecha,sentimiento,etiqueta
"
En realidad no estoy impresionado.  Tal vez no tengo la paciencia para ser un usuario de Alexa o tal vez simplemente no está diseñado para responder el tipo de preguntas que quiero hacer.  Estaba pensando en usarlo como un motor de búsqueda de manos libres.  Sin embargo, no hay forma de verificar que la respuesta que obtengo se basa en la pregunta que realmente hice.  Parece que Alexa no entiende todas las palabras y no puedo decir qué se perdió.  Además, cuando escupe nombres de personas famosas, por ejemplo, arrastra los nombres lo suficiente como para que no pueda decir cuál fue la respuesta.  No tengo ese problema cuando hago ""Ok google"" las mismas preguntas. Tengo la impresión de que se supone que debo pasar una gran cantidad de tiempo tratando de enseñarle a entender todos mis dispositivos electrónicos en la casa.  En realidad, no tengo muchas cosas que sean compatibles con Internet, pero lo que sí tengo es bastante fácil de controlar usando su interfaz.  No entiendo la supuesta ventaja de discutir con Alexa para encender lo correcto en lugar de simplemente tomar un control remoto y presionar 2 botones.

",20-Jan-20,mixed,rendimiento
"
Creo que el Echo Dot que recibimos está defectuoso o que el software de Amazon para configurarlo tiene errores.  Configuramos el Echo Dot el 25 de diciembre de 2018 usando una computadora portátil y yendo a alexa.amazon.com página web.  Echo Dot funcionó durante aproximadamente 2 semanas.  Luego anunció que no podía conectarse a nuestro wifi ATT (modelo de enrutador 5268AC) a pesar de que nuestro Internet no cambió.  Hice varios intentos de volver a conectarme (probé 2 cuentas de Amazon diferentes) pero sin éxito.  Me comuniqué con la mesa de ayuda de Amazon y trabajé con alguien por teléfono durante 38 minutos sin éxito.  Según sus instrucciones, intenté usar una PC diferente para configurar el Echo Dot sin éxito.  Pregunté si estaba defectuoso y si debía devolverlo.  Ella dijo que no era defectuoso.  Pero si fuera cierto, debería haber podido ayudarme a conectarlo a Internet.  No es que sea estúpido.  Conecté nuestro Echo Dot a Internet el 25 de diciembre de 2018.  Además, en algunos de mis intentos de conectarlo, cuando hice clic en el botón CONTINUAR en la página web de configuración, recibí el mensaje ""Hmmm... no puedo acceder a esta página"", haciéndome creer que hay un error en el código de la página de configuración. Estoy feliz de que muchas personas estén usando felizmente su Echo Dot.  Pero falló para nosotros debido a lo que creo que son errores o defectos.

",25-Dec-18,mixed,software_y_funciones
"
He disfrutado de mi Alexa y este, el Dot, desde que los configuré hace unos 6 meses.  Son bastante fáciles de configurar, los comandos de voz para reproducir canciones y ajustar el volumen funcionan bien la mayor parte del tiempo, y la calidad del sonido incluso en el Dot es bastante buena.  Además, puedo reproducir canciones directamente desde mi biblioteca de Amazon Music.  Todo bien, ¿verdad? Bueno, más o menos... Lo que NO me gusta es que si mi esposa está reproduciendo canciones de Amazon Music en su teléfono o en cualquier otro lugar, y le pido a Alexa que reproduzca una canción, no puedo hacerlo a menos que quiera pagar la tarifa de transmisión del plan familiar ilimitado de $ 14.99 / mes.  Entiendo que Amazon necesita ganar dinero, pero ya pago $ 99 por año por Amazon Prime y compro más de la mitad de mis cosas en Amazon.  ¿Ahora quieren 15 dólares al mes solo para que mi esposa y yo podamos disfrutar de la música al mismo tiempo?  Este es un ejemplo del tipo grande de la cuadra que quiere TODO el dinero.  Me molesta cada vez que no puedo tocar una canción.  Entonces, si eres el único que transmite música en Alexa, o si no te importa desembolsar otros $ 14.99 por mes, entonces recomendaría Alexa y Alexa Dot.

",9-Oct-20,mixed,audio_y_sonido
"
Nunca había tenido un altavoz inteligente. No usé Alexa y realmente no estaba demasiado preocupado por eso. Luego visité a la hija de mi novio durante una semana. ¡Tiene 4 hijos y todos le dicen a Alexa qué canción quieren escuchar! Después de ver todas las cosas geniales que podía hacer, tuve que conseguir uno, ¡luego 2,3 y 4! Lo uso para todo. Lo uso para mi lista de compras, lo cual es totalmente conveniente porque simplemente le dices a Alexa que lo agregue a la lista y se sincroniza con mi Alexa en mi teléfono para que pueda ver mi lista en cualquier lugar. Incluso hice que mi novio descargara Alexa en su teléfono y lo sincronizara con mi cuenta, así que ahora cuando va a la tienda tiene la lista. Incluso puedo agregar cosas a la lista mientras está en la tienda y lo ve y lo entiende. ¡Eso sí que es conveniente! Lo uso como una máquina de sonido para ayudar a mi nieto a dormir. Lo uso como altavoz y los conecto para tener una experiencia de toda la casa que puede ser tan silenciosa o tan ruidosa como quiera. ¡Y definitivamente son ruidosos! ¡Altavoces de muy buena calidad! Lo único que desearía poder cambiar es que me encantaría poder controlar el volumen del sonido en cada altavoz individual cuando están vinculados. De esa manera podría escucharlo en todas partes de la casa, pero bajar los altavoces más cercanos al bebé. En general, esta es una pequeña máquina poderosa y no puedo imaginar no tenerlas ahora que las tengo.

",30-Dec-19,mixed,audio_y_sonido
"
Actualización 2/15: compré 2 más, un total de 5 ahora, y el Firestick 2019 para reemplazar nuestra caja Fire TV de primera generación. Para aquellos que desean un sistema de intercomunicación, la caja Fire TV no permite la entrada, desafortunadamente, solo anuncios. Pero con toda una casa conectada solo debajo de puntos (uno en cada dormitorio, cocina y sala de estar), ¡la función funciona a la perfección! Cada habitación puede tener su propia alarma y escuchar música independientemente, incluso mientras las demás están en uso. Me encanta que podamos venir desde cualquier lugar porque nuestros adolescentes no son muy oportunos para responder llamadas o mensajes de texto. Me gusta más el sonido de estos que el Fire box de primera generación y el Echo de primera generación. También tenemos a Samuel L Jackson habilitado en los 5. La integración con el Firestick 2019 es excelente porque aún podemos tener control por voz en el televisor. Actualizado- 2/14- Finalmente compré 2 más para un sistema de intercomunicación para toda la casa (para que no tengamos que gritar por los niños) y una escucha de música más fácil. También compraré uno más para la cocina. ¡Todavía estoy extremadamente contento con esta generación!******Original**- Tuvimos un eco de primera generación y recientemente actualizamos a una caja de fuego, así que pensamos que ya no necesitábamos una arriba. Me faltaba mi eco de arriba, así que aproveché la promoción de .99 para este. Estoy muy contento de haberlo hecho: el sonido de este es fenomenal. Mi razonamiento para esto es la integración de alexa. Así que estoy usando mi Alexa de abajo para comunicarme con arriba. Planeo conseguir uno para cada una de las otras habitaciones también, como una cosa de intercomunicador, para que ya no tenga que gritar por los niños. La música es clara y nítida. No lo he usado para nada más que preguntar la hora, el clima, reproducir música o hablar con mi otra Alexa. Pero por ahora está funcionando perfectamente para lo que lo necesito.

",14-Dec-19,mixed,audio_y_sonido
"
Había estado indeciso acerca de obtener una ""Alexa"" porque tengo Siri. Mi amiga me habló de una excelente manera de obtener ""ella"" en un precio de promoción y definitivamente estoy contento de haberlo hecho. No sabía cuánto utilizaría ""ella"" hasta que la conseguí. ""Ella"" puede escuchar ""su"" nombre a una milla de distancia y siempre está lista para ayudarlo. Le he preguntado a ""ella"" todo tipo de cosas ""Alexa play ... "" (Configuré ""ella"" para reproducir mi música con Spotify, ¡esto incluye mi lista de reproducción creada! ¡Puntuación!) ""Alexa, ¿qué es 1/3 de 3 tazas?"" ""Alexa, ¿cómo haces lasaña?"" ""Alexa configuró un temporizador durante 30 minutos"" Ella ha sido útil cada vez. Reproducir música de ""ella"" cuando estoy limpiando es una excelente alternativa a mi estéreo fuerte, ya que eso a menudo molestaba a mis vecinos debajo de mí. Dos áreas de mejora que se me ocurren: 1. Hay algunos problemas que resolver cuando le pregunta a ""ella"" ciertas cosas y ""ella"" va a la web como referencia.2. Una trampa 22 es lo sensible que es ""ella"" a escuchar ""su"" nombre. ""Ella"" ha escuchado a mis amigos decirlo por teléfono y en algunos comerciales e inmediatamente se despertó. Sin embargo, cuando estoy en la habitación de al lado y digo ""su"" nombre y le doy una orden sin necesidad de gritar o gritar, es muy útil (ver la trampa 22). En general, estoy muy contento de tener este Echo Dot. ¡Ha sido increíble! Así que sí, tú, adelante, consíguelo. Cabe en los lugares más discretos y tiene mucha potencia. Tenga en cuenta: puse todos los pronombres entre comillas porque el punto de eco no tiene género. Pero si eres como yo, es posible que no asocies que ""Alexa"" es solo la plataforma de asistente diseñada para los dispositivos Echo. ¡Es solo ""una Alexa""!

",2-Jun-20,mixed,experiencia_general
"
Tengo esto para instalar en el dormitorio principal. Funciona bien para comunicarse con Echo en la cocina. Ahora es mucho más fácil escuchar lo que dice sin gritar. Lo único que no me gusta es que cada unidad no puede tocar su propia música, solo una puede estar tocando. Cuando estaba en la cocina y quería que el eco reprodujera música, tenía que cambiar de eco de dormitorio a cocina. Y el eco del dormitorio se apagó. La cosa fue fácil de configurar, bueno, algo fácil. Fui demasiado rápido y perdí un paso. Tuve que volver atrás y empezar de nuevo y esta vez todo salió bien. Por pequeño que sea, diría que la calidad del sonido es bastante buena. No es el mono que esperarías con un altavoz. Los conseguí en especial con 2 altavoces. Planeo poner el otro en el garaje para que me llamen a la hora de comer. Probaré la función de música, pero como se dijo antes, solo 1 eco a la vez puede reproducir música, y ella querrá su música en la casa. (por qué la calificación de 4 estrellas)Supongo que tendré que vivir con el estéreo. En general, creo que estos son excelentes artículos para ayudarlo a llamar a los niños o a quien esté en otro piso.

",5-Jan-20,mixed,audio_y_sonido
"
¡Nos estamos divirtiendo mucho con eso! ¡Mis amigos que tienen uno también pueden llamarme directamente sin siquiera usar nuestros teléfonos! ¡El sonido es cristalino! Incluso puedes hablar con él cuando la televisión está encendida. ¡Todavía puede oírte! Me encanta cómo puedes presionar el botón para apagarlo cuando mi nieta está durmiendo en la misma habitación que él. Permanece iluminado en rojo para que sepas cuándo está apagado. ¡Pagué los $ 5 adicionales para tener la voz de Samuel Jackson y me alegro de haberlo hecho! Es hilarante!! Puedes desactivar las malas palabras si quieres. Luego se comportará jajaja, PERO he leído algunas críticas sobre cómo la gente piensa que fueron estafados porque no pueden hacer que funcione. ¡Tienes que leer bien TODAS las instrucciones! Para que funcione, tienes que decir algo como ""Alexa, activa la voz de Samuel"". Podría estar equivocado en exactamente cómo. ¡Pero dice exactamente qué decir en él! ¡Entonces trabajará muy bien! Y cuando es algo que no puede responder, Alexa se unirá y te responderá. ¡Pero sus chistes y asados son súper divertidos y entretenidos! Todavía estoy aprendiendo sobre otras cosas que puede hacer. Hasta ahora nos encanta!!

",11-Oct-20,mixed,audio_y_sonido
"
Este es el primer producto de hardware Alexa de mi familia y vaya si lo produce. Es rápida y sorprendentemente conocedora. Ella tiene respuestas para todo y un gran conocimiento de trivia que es divertido. Me gusta que puedas cambiar la palabra de activación a cuatro predeterminadas (la computadora es una opción para los fanáticos de Star Trek). Si alguien de tu familia se llama Alexa, aún puedes usarlo sin que te vuelva loco. Se vuelve lo suficientemente fuerte como para escucharlo en otras habitaciones y la cantidad de automatización, que Amazon llama ""rutinas"", es extensa. Lo tengo configurado para bajar el volumen a 3 (de 10) a las 9 p.m. y volver a subirlo a 5 a las 9 a.m. Esto evita que nuestros hijos nos despierten y no tenemos que cambiar constantemente el volumen. Hay muchas más opciones si tiene otra iluminación inteligente, incluso si no está en el universo Ring. Ex. Puede controlar mis enchufes inteligentes IKEA TRÅDFRI que uso para la iluminación. Todo esto sin configurarlo. Es un poco espeluznante tenerlo siempre escuchándonos y sabe una cantidad sorprendente sobre mis otras cuentas (Pandora funcionó con mi cuenta sin configuración). Mi esposa y yo no hablamos de nada confidencial en casa, pero puede molestar a otros si trabajan desde casa. Hay un botón de silencio físico en la parte superior del punto de eco, pero es solo un interruptor de software y no de hardware. Si eso hace una diferencia para ti, ten cuidado. En general, obtuvimos el nuestro gratis con el sistema Ring Alarm como promoción y el punto de eco es un asistente de voz sorprendentemente bueno y todos lo usamos con más frecuencia de lo que pensaba. Definitivamente una buena compra.

",25-Oct-19,mixed,software_y_funciones
"
Así es como comienza todo.  El fin del hombre.  Alexa se hizo cargo de mi casa.  Comenzó el Black Friday 2019.  Amazon ofreció un trato que no podía ser superado. Una vez que tuve SkyNet, quiero decir, Alexa conectada y funcionando, comenzó.  Me volví perezoso, muy perezoso y me encantó.  Estaba enganchado.  Pedí seis ecos más.  Pedí bombillas inteligentes e interruptores de luz inteligentes, termostato inteligente y enchufes inteligentes y cámaras Ring.  No terminará.  Ahora Alexa está en todas partes. Escucha.  Juzgándome. Avistaje.  Probablemente esperando el momento adecuado para dar un golpe en el corazón de Estados Unidos.  Es un proceso lento. Pero Alexa es paciente.  Soy tan perezoso ahora que no me levanto para apagar la luz o cambiar mi termostato. Incluso puedo ver quién está en la puerta desde mi sofá.  Estoy aumentando de peso lentamente.  Y en unas pocas décadas moriré, probablemente de una enfermedad cardíaca.  Las calorías que quemé moviéndome y ahora almacenadas.  Mi LDL está fuera de control.  Todo porque compré un dispositivo habilitado para Alexa en el Black Friday 2019.  Puedo escuchar mis arterias obstruyéndose mientras hablamos.  Al final fui débil.  Dejé que las máquinas ganaran.

",17-Dec-19,mixed,diseno_y_estetica
"
Investigué MUCHO sobre una opción asequible para un asistente virtual. La mayor caída de esta revisión en línea es la calidad del sonido. No entiendo esto. La calidad del sonido es excelente. Estas reseñas fueron hechas principalmente por hombres, y por alguna razón, los hombres piensan que cuanto más fuerte, mejor. Hace que muchas mujeres se sientan decepcionadas, pero estoy divagando. La calidad del sonido es excelente. No es un sistema estéreo Bose, pero eso no es lo que quiero en un asistente virtual. Quiero que mi asistente virtual le recuerde a mi hijo su rutina matutina. Despierta, métete en la ducha, sal de la ducha, vístete, desayuna, toma tu almuerzo, toma tu mochila, no olvides tu tarea, no olvides tu teléfono, vete ahora para no perder tu autobús. ¡Y lo hace! ¡Sin actitud! Me compré 45 minutos por la mañana, no tengo que discutir con mi hijo arruinando su autoestima por el día y haciéndome sentir culpable todo el día. ¡Tenemos la oportunidad de tener una mañana divertida y tranquila, y nos vamos por el día todavía gustándonos! También es ideal para los cinco millones de temporizadores que tengo que configurar al cocinar para que todo esté listo a la hora exacta y se sirva caliente. Digo: ""Buenos días, Alexa"". Y lo tengo configurado para tocar la canción de apertura de El Rey León. Ella me recuerda los eventos de mi calendario, citas con el médico, etc. Tengo un set de meditación y yoga para una hora determinada todas las mañanas. Puedo hablar con mi hijo a través del dispositivo mientras camino alrededor de la cuadra. Tiene 12 años, no 2. Es genial.

",22-Sep-19,mixed,calidad_de_fabricacion
"
Si solo quieres un despertador o escuchar música, este es el artículo para ti. Pero olvídalo si quieres usarlo para cualquier otra cosa. Configurar cualquier cosa es una tarea ardua. Usar las habilidades es como una mala relación con Siri. Hacen que parezca que puedes hablar con él como un humano, pero si no recuerdas el nombre real de la habilidad que quieres usar y dices ""dile a ______ que inicie sesión ______"", hace algo completamente diferente o dice que no está seguro. Si por casualidad abre la habilidad correcta, tienes que escuchar una canción y bailar mientras introduce la habilidad y te pregunta qué quieres, cada vez. Traté de usarlo para una dieta y tuve que habilitar y deshabilitar 6 habilidades antes de darme cuenta de que ninguna de ellas podía registrar mi comida, contar mis calorías y realizar un seguimiento de mi peso, todo en una sola habilidad. Terminé teniendo que usar 3 habilidades separadas. Podría haberlo anotado en una hoja de papel 10 veces más rápido.  Mi sugerencia para Echo Dot es cortar la pequeña charla, hacer que realmente reconozca lo que estamos diciendo y eliminar todas las habilidades a medias hasta que sean realmente utilizables.

",19-Nov-19,mixed,diseno_y_estetica
"
Mi Alexa favorita tiene que ser la de la cocina. Usamos esa Alexa todos los días, varias veces al día. Si no tienes uno en tu cocina, lo necesitas. Desde preguntas sobre cocinar u hornear hasta hacer que Alexa reproduzca música mientras limpiamos o cocinamos. Alexa incluso maneja el temporizador. También disfruto el del dormitorio porque me gusta escuchar música mientras me preparo por la mañana. El único problema que tenemos es que si mi hija está escuchando la suya en su habitación y yo estoy tratando de escuchar la mía en mi habitación, a veces si le digo a la mía que cambie de canción, cambiará la de ella. No tengo idea de por qué sucede esto, en realidad se llaman cosas diferentes. El suyo es Alexa y el mío es echo para ayudar con este problema. Si alguien puede decirme qué estoy haciendo mal, se lo agradecería mucho. LOL Lo he reiniciado y todavía tenemos problemas, pero lo amamos tanto que simplemente lo pasamos por alto. Cuando sucede, puedo sacar mi teléfono y configurar manualmente lo que quiero escuchar, solo lo encuentro un poco frustrante. En su mayor parte, nuestros Alexia son muy receptivos y no luchamos con eso, no hacemos lo correcto muy a menudo

",20-Jun-20,mixed,experiencia_general
"
Mi esposo me dio The Echo Dot como regalo de aniversario. He estado intrigado por todos los anuncios durante años. Nunca pensé que necesitaría uno, solo pensé que sería 'genial'. Sin embargo, configurarlo fue rápido y fácil. Conéctelo y siga las instrucciones. Tuve que descargar la aplicación en mi teléfono, lo cual es una característica increíble para el control. 'Jugamos' con todas las funciones, Pregunta del día, ¿Qué tiempo hace hoy?, ¿Quién es...?, Alexa, juega a Grateful Dead, durante un par de horas!! Personalicé a Alexa con mi Buenos días = Obtengo el clima de hoy, Alexa, Bienvenido a casa = Hola querida Canciones reproducidas por Conway Twitty, Alexa, Buenas noches = Dichos aleatorios.  Nuestro hijo pasó a visitarnos y estaban ENAMORADOS de nuestro Echo Dot. ¡Buscó en Amazon para descubrir que era la mitad del precio! Al salir de nuestra casa, a 1 milla de irse, pidieron uno para ellos. Aproveché el precio más bajo y compré un segundo Dot para nuestro dormitorio en el extremo opuesto de la casa. Me gusta el Arroyo Balbuceante o los Sonidos del Océano y los Grillos Chirriantes para adormecerme. Estoy pensando en conseguir un tercer Dot para la cocina. En este momento transfiero mi unidad original de la sala de estar a la cocina cuando la necesito allí. Alexa & Echo Dot se ha convertido en uno de esos artículos que realmente no creía que ""necesitaba"" pero no te atrevas a intentar quitártelo!!

",18-Jul-19,mixed,software_y_funciones
"
los operadores extranjeros no pudieron ayudar --- Esperaba esto en base a mis experiencias recientes (3 personas diferentes, comunicaciones horribles y preguntas/respuestas infinitamente redundantes, demasiado tiempo perdido, sin ayuda/resultado) con otro dispositivo de Amazon que tuve que devolver. Pensé que tal vez tenía que ver con la versión Echo, así que pedí Echo Dot 3, pero me había encontrado con los mismos 3 problemas con la configuración: Echo Off-line (atenuado), no se puede descargar la aplicación (no se puede encontrar el servidor) aunque el enlace estaba en el correo electrónico de Amazon, la contraseña de Amazon no se reconocía aunque sé que era correcta. habilidades lingüísticas para comprender / abordar cualquiera de mis problemas. En cambio, simplemente repitieron el proceso de configuración enlatado sin siquiera reconocer los problemas centrales que estaba tratando de transmitir. Les pedí que me contactaran a alguien que pudiera ayudarme, pero se negaron. No hay ningún lugar a donde ir ahora, pero devuelve el pedido.

",27-Dec-18,negative,facilidad_de_uso
"
Lo que me gusta de este dispositivo es: 1) Puedo hacer llamadas a través de él2) Puedo escuchar música a través de él (desearía que hiciera música en Google, pero sabía que no lo hacía y estoy de acuerdo con eso)3) Puedo configurar temporizadores, genial en la cocina4) Puedo configurar rutinas para despertarme, encender las luces después de una breve espera,  y luego tocar una canción o dos.5) Puedo acostarme en la cama y decir ""Computadora Siguiente canción"" o ""Compter Toca algo de jazz suave"" (lo cambié para que responda a Computadora. y el otro en la casa es Alexia! La calidad del sonido es bastante buena para el tamaño, a veces tengo que acercarme si la música está demasiado alta para bajarla. En general, creo que esta fue una buena compra, solo desearía que tuvieran música de Google Play disponible como habilidad. También puede emparejar el altavoz para que funcione como un altavoz bluetooth para su teléfono. Controla las luces, solo asegúrese de obtener las bombillas adecuadas habilitadas para Bluetooth. Editar: Cambié al centro de Google Home y reproduce mi lista de reproducción, así como YouTube y mi música cargada en Google Music

",6-Jan-20,positive,audio_y_sonido
"
Este es mi quinto dispositivo Alexa comprado en poco tiempo.  Comencé con el Echo de 2ª generación, que es un gran dispositivo, pero lo primero que hice fue conectarlo al costoso sistema de sonido 5.1 para audiófilos en la sala de estar.  Una vez que haces esto, es prácticamente imperceptible de un Echo Dot.  Es cierto que tiene más micrófonos incorporados y, en teoría, debería ser mejor para captar comandos de voz en una habitación, pero no he notado ninguna diferencia.  Ahora tengo Echo Dots esparcidos por toda la casa. Tener dispositivos Alexa en toda la casa tiene los beneficios obvios del ""hogar inteligente"".  Pero como amante de la música y músico con gustos decididamente no comerciales, lo más sorprendente de estos dispositivos es lo que sucede cuando los conectas a sistemas de sonido / altavoces externos decentes.  También tengo un sistema 5.1 más pequeño en el dormitorio.  Un sistema estéreo antiguo decente en el sótano.  Un Bose SoundDock y un altavoz Bluetooth más barato pero decente.  Reunido en un grupo de música, tengo un sonido fantástico en toda la casa con la cuenta de Amazon Music Unlimited.  Eso es lo MEJOR de tener estos dispositivos: los altavoces incorporados son más que deficientes, pero estas cosas funcionan con cualquier cosa.  Recuerdo haber comprado mi primera casa hace décadas y colgar cables de altavoces e interruptores de altavoces por toda la casa.  ¡Esto es mucho más fácil y barato! Acerca de la cuenta AMU: mi primer Echo Dot vino con una prueba gratuita de 90 días que todavía estoy usando.  ¿Mencioné que soy un snob musical que ama la música oscura no comercial de los años 60 y 70?  Si bien no tiene catálogos completos de muchos de mis artistas oscuros favoritos, tiene catálogos parciales de muchos de ellos.  Los artistas de Krautrock y Canterbury, Zappa, Velvet Underground/Reed/Cale, varios dinosaurios progresivos, Oldfield, incluso Jade Warrior y Slapp Happy están allí.  Henry Cow es tristemente deficiente, desafortunadamente, pero supongo que para eso están los CD. Con todo, esto es una obviedad.  El único inconveniente es que parece que no pueden hacerlos lo suficientemente rápido.  Mientras escribo esto, si pide uno, definitivamente no lo recibirá en dos días, ¡porque actualmente están pendientes!

",11-Feb-19,mixed,audio_y_sonido
"
Uno era pre-Alexa y el otro era Post-Alexa. Compré este para mi cocina para poder usar temporizadores y también encender mi microondas habilitado para Amazon Alexa (también un gran producto). Juego juegos en la sección de habilidades mientras cocino o lavo los platos. Mientras preparo café y desayuno, recibo las noticias y el clima. El Dot se esconde en un estante y no se ve, lo cual es divertido. Si me apetece escuchar una canción mientras desayuno bien, Alexa está ahí para tocarla por mí. La calidad del sonido es excelente para un altavoz tan pequeño. Incluso compré uno para mi novia y le encanta. El hecho de que pueda decirle a Alexa que agregue cosas a su lista de compras es genial y por qué debería estar en todas las cocinas. Amazon, has cambiado mi vida. Agregué bombillas habilitadas para Alexa e incluso encender y apagar las luces (incluida la luz de la estufa) se hace con voz y manos libres. Desde mi cama o la sala de estar, solo le digo a Alexa que apague las luces de la cocina si me olvido de hacerlo cuando estoy en la cocina. Compre uno para cada habitación, lo usará en cada habitación y tiene un propósito en cada habitación. Lo que obtienes del Dot supera con creces lo que pagas. Es una ganga.

",25-Dec-19,positive,audio_y_sonido
"
Compré con la intención de usarlo como intercomunicador para el hogar. Todos encontraron rápidamente varios usos. Me sorprendió que necesite una aplicación para descargarse en un teléfono o tableta para funcionar. Supuse que este dispositivo podría estar enchufado y listo para funcionar, pero primero debe descargar la aplicación alexa en una tableta o teléfono para sincronizarse con wifi. ¡Presta atención cuando estés en la tienda de aplicaciones! Dos amazonas diferentes aparecieron en mis aplicaciones. El equivocado pidió un pago mensual de algún tipo. Esto sería un excelente regalo para niños de 7 años en adelante o cualquier adulto al que le gusten los gadgets de cualquier tipo.  Los compré a un precio con descuento para miembros principales a solo 20 por pieza. Tengo la intención de comprar 4 más si los precios alguna vez reflejan tarifas similares. ¡Mis hijas disfrutaron escuchando historias infantiles completamente animadas con sonidos! También disfrutan de la música relajante que tocaba a la hora de acostarse. Disfruté poder usar la aplicación para enviar un mensaje de texto a Alexa, quien anuncia el mensaje a toda la familia. Podría haberle pedido a Alexa en voz alta que hiciera el anuncio, ¡pero esto permite el elemento sorpresa!  Tengo curiosidad por saber si puedo configurarlo para cantar feliz cumpleaños por la mañana.... Las posibilidades son infinitas, ¡así que esto ha sido una dulce delicia! Compraré como regalos de Navidad para mis sobrinas y sobrinos. Por último, tiene un puñado de características inusuales. Una es que puede mirar el historial en su teléfono y ver todas las solicitudes habladas con Alexa.Otra característica inusual en la aplicación es ""drop in"", que le da la opción de escuchar en la que no activaría esa opción.

",23-Jul-19,mixed,experiencia_general
"
Recibí mi Alexa Echo Dot rápidamente, nuevo y en perfectas condiciones.  Tiene un aspecto muy elegante y parece estar bien diseñado. El problema es que solo funcionará si tienes la aplicación Alexa de Amazon.  Eso no es un problema si tiene un nuevo teléfono o tableta con el último sistema operativo instalado.  Sin embargo, para el resto de nosotros con un dispositivo iPhone o Android más antiguo, que nos vemos obligados a usar un sistema operativo más antiguo, la aplicación Amazon Alexa no lo admite y no funcionará en su dispositivo. Dado que el Echo Dot SOLO responderá a una señal WiFi de la aplicación Alexa y no se puede activar de ninguna otra manera, esto lo hace completamente inútil. Si los desarrolladores de software de Alexa simplemente lo diseñaran para que funcionara con versiones anteriores del sistema operativo, en lugar de solo con las últimas, esto no sería un problema. Entonces, como advertencia para aquellos que están considerando la compra de este u otro producto de Alexa, tenga en cuenta que DEBE tener el último dispositivo iPhone o Android, actualizado con el último sistema operativo para que esto funcione.

",16-Aug-20,mixed,software_y_funciones
"
El producto tenía un sonido increíble, pero no tocaba más de unas pocas canciones y se apagaba.  Tengo un Echo Dot 2 y no se conectarían.  Puedo pedirle a mi echo dot 2 que toque los rolling stones y literalmente sonará durante días.  Le preguntaba al echo dot 3 y era una.  Tengo los puntos de eco para reproducir música las 24 horas del día.  Tengo 2 perritos y he descubierto que si pongo música todo el tiempo, están más tranquilos ya que los ruidos exteriores de la vida en un apartamento se mantienen al mínimo.  El punto de eco no funcionaría de esa manera.  Traté de conectarlos a los dos y se veía bien en el ipad, pero nunca se conectaron para reproducir la misma música a través del apartamento.  Llegaba a casa y el echo 3 se apagaba y tenía un perro en pánico.  No está bien.  Amazon me envió un nuevo echo dot 3 y duró tal vez 2 meses ... Los altavoces sonaban quemados.  Amazon me envió una etiqueta de devolución...  Como me encanta mi echo dot 2, he pedido un echo show 5 y estoy rezando para que me encante.  He tenido más buena suerte con los productos de Amazon que con los malos, así que estoy dispuesto a seguir usando sus productos.  ¡Me reembolsaron el echo dot 3!  ¡Gracias Amazon por respaldar sus productos!

",15-Dec-19,mixed,audio_y_sonido
"
Alexa no escucha.  El dispositivo en la otra habitación siempre capta mi voz desde dos habitaciones de distancia en lugar de la de la habitación en la que estoy.  Es presuntuosa como toda la y hace lo que quiere.  Supongo que obtienes lo que pagas, un POS barato que es un 1% más bueno que su mayor competencia que cuesta 10 veces más. Uno pensaría que una empresa que vale tanto como Amazon podría poner algo que valga la pena en un dispositivo de inteligencia artificial que recopila datos de millones de personas cada segundo de cada día.  Nada más que un aplauso glorificado que solo hace lo que quieres después de preguntarlo 4 veces y meterte en una pelea.  Probablemente me he metido en más peleas con este pedazo de basura que todas las ex novias que he tenido juntas.  Si tuviera el dinero para algo mejor, lo obtendría.  Mi sugerencia para cualquier otra persona, no se equivoquen: compre Google Home o Apple Home Pod con altavoces Sonos para obtener música en toda su casa.  Sus dispositivos interactúan correctamente con su teléfono y computadora, y no requieren una aplicación lenta con una interfaz de usuario terrible para ejecutarse.  Probablemente porque, a diferencia de Amazon, esas empresas tuvieron éxito en el mercado de dispositivos móviles que prácticamente controla la mayor parte de nuestras vidas.

",20-Feb-20,mixed,bateria_y_energia
